Article_ID,Coords_Ref,Coords_Impact
DVKGD7C9,"3.682207044629282, 3.8371370963446867
3.5499913518239214, 3.9759635737903154
3.3847217358172212, 4.174287112998355
4.178015892649383, 3.7644184653017385
4.7795972949137715, 2.587698799334033
4.449058062900371, 1.9133987660266956
4.171405108009115, 1.7216860114589232
2.9682423034803365, 2.4422615372481364
2.8558589645957806, 2.2836027058817043
2.0229000999220115, 2.7992439078226092
2.009678530641475, 2.9645135238293094
2.0361216692025472, 3.0967292166346696
3.080625642364893, 3.4206576640078024
3.153344273407841, 3.32810667904405
","3.173176627328645, 3.7181429728198627
3.093847211645429, 3.6850890496185227
2.9087452417179245, 3.6454243417769145
2.763307979632028, 3.407436094727266
3.001296226681677, 3.499987079691018
2.7302540564306885, 3.268609617281638
2.697200133229348, 3.2619988326413694
2.52531973258238, 3.1826694169581535
2.4856550247407716, 3.2289449094400298
2.498876594021308, 3.2223341247997617
2.148505008087103, 3.0636752934333296
2.1154510848857635, 3.0504537241527934
1.930349114958259, 2.686860568938053
1.9171275456777228, 2.620752722535373
1.817965776073703, 2.587698799334033
1.771690283591827, 2.587698799334033
1.9766246074401352, 2.5480340914924247
2.0493432384830834, 2.5744772300534966
3.305392320134005, 2.4158183986870645
3.285559966213201, 2.4422615372481364
3.285559966213201, 2.356321336924652
3.252506043011861, 2.3430997676441163
3.351667812615881, 2.3430997676441163
3.371500166536685, 2.3827644754857245
3.3979433050977574, 2.3827644754857245
3.3847217358172212, 2.336488983003848
3.9400276455997343, 1.5762487493730273
3.9268060763191976, 1.5101409029703472
3.794590383513838, 1.4572546258482029
3.75492567567223, 1.463865410488471
3.92019529167893, 1.3845359948052547
4.032578630563486, 1.4308114872871307
"
PA9JY96B,"1,6385898782474155; 29,39003675516835
2,58495046934971; 25,873175076843832
3,2203572886312024; 25,844292948694676
3,5236196341973693; 24,703448886802907
25,733976180900463; 17,901707707676017
25,546242347930924; 16,934156414679194
26,441588320554853; 16,515365556516393
26,788173858344756; 16,34207278762144
46,58109627896325; 14,401193775997971
48,71259733637117; 14,730450036898382","1,68093985828104; 29,408347562300865
2,582062256534793; 25,87317507684384
3,2059162245566233; 25,699882307948883
3,431196824120061; 24,66012569457917
25,803293288458438; 17,728414938781064
25,595341965784492; 16,550024110295386
26,46180581025926; 16,515365556516393
26,739074240491185; 16,342072787621444
46,65041338652124; 14,435852329776965
48,64328022881319; 14,591815821782424"
HH5JN7FK,"2.224669386305906, 1.7429144289288752
2.3625868954299913, 1.6859485012471873
2.2126765594255504, 1.6109933332449669
2.3505940685496363, 1.557025612283368
2.251653246786705, 1.440095550199904
2.386572549190702, 1.3921242426784828
2.3775779290304353, 1.2242246663535088
2.242658626626439, 1.2991798343557295
2.107739324222442, 1.203237219312887
2.248655040066616, 1.1432730849111108
2.116733944382708, 1.0593232967486237
1.9848128486988, 1.1102928109901338
1.963825401658178, 0.9783717153062256
1.8319043059742701, 1.0443322631481795
1.7959258253332042, 0.9064147540240938
1.6759975565296512, 0.9603824749856925
1.6999832102903618, 0.7714954516200969
1.5860513549269868, 0.8434524129022286
1.5500728742859207, 0.720525937378587
1.4181517786020126, 0.7714954516200969
1.3162127501189926, 0.666558216416988
1.1842916544350846, 0.7265223508187644
1.1213293133132194, 0.618586908895567
0.9834118041891335, 0.669556423137077
0.9654225638686006, 0.531638914012991
0.824506848024426, 0.6035958752951228
0.7285642329815836, 0.47467298633130356
0.857487121945403, 0.4117106452094382
0.9984028377895776, 0.37273395784828367
0.9474333235480676, 0.26779672264517473
0.7915265741034488, 0.315768030166596
1.0523705587511765, 0.1928415546429542
0.94143691010789, 0.07591149255949009
0.8005211942637155, 0.1448702471215332
0.6835911321802514, 0.21382900168357605
0.5696592768168761, 0.11188997320055613
0.6805929254601625, 0.04892763207869075
0.8035194009838041, -0.020031122483352114
0.9384387033878011, -0.08299346360521725
","2.287631727427771, 1.7429144289288752
2.386572549190702, 1.7219269818882532
2.305620967748304, 1.5870076794842563
2.2006837325451953, 1.6109933332449669
2.248655040066616, 1.4430937569199929
2.3386012416692807, 1.3951224493985719
2.320612001348748, 1.275194180595019
2.2066801459853727, 1.2901852141954628
2.2006837325451953, 1.1672587386718212
2.1257285645429747, 1.2152300461932424
2.068762636861287, 1.0833089505093343
1.9698218150983557, 1.1312802580307553
1.9218505075769348, 0.9933627489066696
1.8229096858140037, 1.038335849708002
1.7689419648524047, 0.9124111674642714
1.6550101094890295, 0.954386061545515
1.6040405952475196, 0.8434524129022286
1.681993969969829, 0.801477518820985
1.511096186924766, 0.717527730658498
1.412155365161835, 0.7684972449000079
1.292227096358282, 0.6845474567375208
1.1992826880355287, 0.7355169709790311
1.091347246112331, 0.615588702175478
1.0193902848301992, 0.6725546298571657
0.9204494630672683, 0.5496281543335242
0.8364996749047813, 0.5916030484147674
0.7405570598619389, 0.46867657289112585
0.8364996749047813, 0.4416927124103265
0.9234476697873572, 0.3937214048889053
1.0163920781101106, 0.3307590637670401
0.9504315302681564, 0.21382900168357605
0.8664817421056694, 0.27379313608535244
0.7885283673833602, 0.2977787898460631
0.7705391270628271, 0.17185410760233255
0.6775947187400736, 0.20783258824339834
0.8694799488257583, 0.12388280008091132
0.9744171840288671, 0.06991507911931262
0.9354404966677123, -0.04401677624406273
0.83949788162487, -0.00504008888290795
0.7405570598619389, 0.027940185038069113
0.6446144448190967, 0.07591149255949009
0.5576664499365208, 0.12088459336082258
"
6T77HV48,"1.5298753171727082, 3.8001596313783987
2.202414565513978, 3.921337874322772
0.7755407548439867, 3.512361304385513
0.7210105455190188, 3.836513104261711
0.5301548128816315, 3.533567496900779
1.5207869489518802, 3.4457132707661082
2.2236207580292433, 3.291211011012033
1.7389077862517515, 3.1730622241412694
1.3996087060075073, 2.894352265369211
","2.1145603393793073, 3.7607767024214778
1.9237046067419201, 3.803189087452009
1.7510256105461888, 3.7516883342006495
1.3935497938602888, 3.7547177902742592
1.2632831826950879, 3.84257201640893
1.0269856089535605, 3.7607767024214778
0.6543625118996138, 3.763806158495087
0.29991615128732296, 3.7607767024214778
0.5089486203663663, 3.7123054052437285
0.5604493736177247, 3.1760916802148786
0.384740921348384, 3.1397382073315665
0.751305106255112, 3.133679295184348
1.1057514668674029, 3.1367087512579572
1.293577743431181, 3.0912669101538173
1.4662567396269122, 3.12459092696352
1.8328209245336404, 3.133679295184348
2.1509138122626195, 3.08217854193299
2.202414565513978, 3.133679295184348
"
T8TX2ZL5,"6.187732658293912, 9.695859450089195
6.245382341445719, 9.695859450089195
6.245382341445719, 9.715076011139795
9.243165865339664, 9.56134352273498
9.339248670592674, 9.503693839583173
9.877312380009535, 9.926458182696422
9.91574550211074, 9.926458182696422
9.858095818958933, 9.945674743747023
10.300076723122784, 9.465260717481968
10.376942967325194, 9.48447727853257
10.453809211527602, 9.426827595380763
10.53067545573001, 9.349961351178354
10.53067545573001, 9.253878545925343
10.415376089426397, 10.86806967417593
10.35772640627459, 10.887286235226533
","14.719885764761294, 9.292311668026548
14.623802959508284, 9.292311668026548
14.52772015425527, 9.676642889038591
14.489287032154067, 9.65742632798799
14.988917619469722, 9.83037537744341
14.316337982698649, 10.291572842657864
13.951223322737205, 10.426088770012079
14.412420787951657, 10.54138813631569
14.662236081609487, 10.752770307872316
14.047306127990215, 10.810419991024123
14.124172372192625, 10.86806967417593
13.701408029079376, 10.86806967417593
14.104955811142023, 10.79120342997352
13.509242418573354, 10.79120342997352
"
9BU887GL,"3.6927214265277923, 2.006520320841141
3.9740716304537194, 1.981399766919183
3.2305032343637694, 1.6699048982869065
","3.5671186569180033, 2.1120266473133635
3.8233483069219725, 1.9763756561347914
3.4163953333862564, 1.4990851316175937
"
N7NMHX3X,"-42.0760513389398,-22.9550650953267
-41.0238826808427,-21.7265388702724","-41.0231894873737,-21.6913933149684
-42.0427780524343,-22.964001002592"
YR79TMSQ,"0,40758461882202496; 3,8808094002505995
1,2010160101289002; 3,576479551530154
0,5869218511037161; 3,4406180119228127
4,450824037536513; 2,0765681542651024
2,4346387897635626; 0,9951102989906625
3,293283720081962; 0,40275398630265297","0,5162738505078983; 3,8808094002505995
1,092326778443027; 3,5710450899458603
0,7119144675424703; 3,446052473507106
4,331265882682052; 2,065699231096515
2,5378935598651426; 1,0114136837435432
3,1737255652275014; 0,397319524718359"
CLUSVRML,"1.2801366158171246, 2.24047282883798
1.3277450023557782, 2.351559064094838
1.2748467950906075, 1.9759817925121277
1.3541941059883633, 1.9601123303325765
1.2589773329110565, 1.8437362743492016
1.9625234895378234, 2.690107590591929
1.9836827724438915, 2.7006872320449626
1.9149151029991698, 2.47322494080473
1.7932492262892779, 2.2087339044788776
1.7297713775710735, 1.9125039437939233
1.9836827724438915, 3.0921339658072236
1.9731031309908573, 3.076264503627673
1.8567270750074825, 2.843512391660923
1.7932492262892779, 2.8911207781995762
1.7826695848362437, 2.981047730550366
","1.4705701619717382, 2.18757462157281
1.4864396241512894, 2.1981542630258435
1.4758599826982555, 2.2193135459319118
1.4599905205187043, 2.245762649564497
1.465280341245221, 2.2827913946501166
1.4758599826982555, 2.2775015739235993
1.422961775433085, 2.3039506775561844
"
CBS6ZT3I,"1.6970350841152826, 1.6285622443973236
1.5145581933501984, 1.624912706582022
2.5510269328958763, 1.887679429283743
3.430565546383582, 2.3694184209035654
2.1240310085055794, 1.5008284208617646
1.5145581933501984, 1.1796690931152167
","1.1021604202211082, 2.387666109980074
1.576600336210327, 1.0738324964714678
1.6130957143633438, 0.887706067891082
1.2517914706484774, 0.24538741239798545
2.4780361765898427, 0.6614347233423774
2.718905672399754, 0.6285888830046625
"
XRJV234K,"2.9880616568130964, 3.2384038196080653
3.0053004740639415, 3.1866873678555314
3.039778108565631, 3.1464634609368933
3.0972408327351135, 3.1004932816013073
3.1029871051520614, 3.215418729940272
3.1432110120706995, 3.215418729940272
3.166196101738492, 3.1809410954385826
3.183434918989337, 3.1234783712691
3.2236588259079753, 3.1119858264352036
3.2983603673283026, 3.1866873678555314
3.2983603673283026, 3.1866873678555314
2.2180611529420293, 2.8936274745911694
2.1548521563555987, 2.7901945710861007
2.2927626943623567, 2.7844482986691528
2.0744043425183225, 2.5316123123234293
1.9020161700098748, 2.42817940881836
1.8273146285895472, 2.8476572952555834
1.5687323698268754, 2.571836219242067
1.4078367421523241, 2.347731594981085
1.3963441973184278, 2.1638508776387404
0.9251498591286703, 2.025940339631982
","4.740674743982316, 2.244298691476016
4.780898650900954, 2.117880698303154
4.838361375070437, 2.1293732431370507
4.654480657728092, 2.094895608635361
4.597017933558609, 2.06616424655062
4.223510226456972, 1.9052686188760684
4.372913309297628, 1.9052686188760684
4.372913309297628, 1.8420596222896375
4.453361123134903, 1.870790984374379
4.447614850717955, 1.7788506257032068
4.441868578301007, 1.6811639946150863
4.574032843890817, 1.6926565394489828
4.516570119721334, 1.6581789049472933
4.4648536679688, 1.5949699083608622
"
RTMMEWSC,"1.0868419206994482, 0.35065127829031373
1.0153223583502482, 0.38641105946491366
0.9910567925531985, 0.36469976375176366
0.9195372302039985, 0.3672540338356637
0.9144286900361985, 0.3889653295488137
","1.0600220848184985, 0.36469976375176366
1.0574678147345982, 0.3532055483742137
1.0523592745667982, 0.35703695350006376
1.0600220848184985, 0.3289399825771638
1.054913544650698, 0.31233722703181377
"
UWHG3CN8,"4.2085365422688525, 2.929598344515274
4.260708482875491, 2.70351993521984
4.252013159441051, 2.433964908752207
3.991153456407858, 2.66873864148208
3.712903106505785, 2.66873864148208
3.678121812768026, 2.390488291580008
3.712903106505785, 2.155714558850134
3.678121812768026, 1.8861595323825007
3.4520434034725915, 1.8948548558169407
3.4520434034725915, 1.6339951527837469
3.1737930535705186, 1.5992138590459877
3.286832258218236, 0.616642310954293
","4.4954822156053655, 2.66873864148208
3.9824581329734183, 1.9035501792513803
3.8520282814568216, 1.7992062980381027
3.90420022206346, 1.651385799652627
4.008544103276737, 1.625299829349308
3.8694189283257012, 1.52965127157047
3.7998563408501824, 1.660081123087066
3.678121812768026, 1.651385799652627
3.6433405190302666, 1.416612066922753
3.417262109734833, 1.4079167434883129
"
JKYEF6RD,"7.0235406299944225, 5.8782051917815545
10.273601892054234, 4.3809859586978215
8.289482095366035, 4.953094120933069
","10.529224687946577, 6.5233484385574725
8.508587348988044, 3.370667289218554
5.745426650532699, 3.212424606047103
"
FMKZYN47,"6.188467871896317, 1.9239434412363416
3.807443885723443, 1.013229197677132
1.7665661832895514, 6.696963874347863
1.042383772748493, 5.5887453370047275
","5.211918863742466, 4.787755701103254
6.791953214013866, 5.105957063310689
4.114672787165104, 5.116929524076463
3.6757743565341596, 4.535389103490461
"
P2S72BWN,"4.524530711703139, 1.7960078396538999
3.7522913342133255, 0.9445644234471826
3.5146792180626134, 0.9148629089283431
","5.455178166626761, 4.924567368971607
4.593834245580431, 3.7959098172557257
"
TTJEPDR8,"115,1936180018839; 186,9062546492296
123,03658773818236; 202,59219412182654
145,09494012152183; 202,59219412182654
138,7225272107793; 196,7099668196027
153,42809546633896; 191,31792512589752
173,03551980708517; 181,51421295552439
158,3299515515255; 179,55347052144975
151,95753864078299; 182,49458417256167
154,40846668337628; 185,92588343219228","230,87742161228644; 242,2972284118376
227,93630796117452; 256,0224254503599
232,3479784378424; 257,4929822759159
227,93630796117452; 260,4340959270279
236,26946330599162; 261,4144671440651
231,85779282932376; 261,4144671440651
232,83816404636104; 259,94391031850915
228,91667917821178; 264,35558079517705
235,28909208895433; 266,80650883777037
"
5DBBW6SQ,"0.9147395059640507, 1.6821670840778138
0.9971228776191983, 1.6253509656949536
1.0709838315169167, 1.5827388769078086
1.6277817916689477, 0.4776653743611757
1.9772009197235383, 0.2844905718594507
","1.1306407558189198, 0.9037862622326279
1.2442729925846405, 0.8952638444751988
1.3124523346440728, 0.9094678740709138
1.4061989299757924, 0.8782190089603408
1.4232437654906505, 0.8952638444751988
1.4630150483586528, 0.8810598148794838
1.5056271371457979, 0.8611741734454826
1.477219077954368, 0.7901540254669074
1.5624432555286583, 0.6111832525608973
1.5198311667415132, 0.4748245684420327
"
LQV36RCC,"2.364864864864865, 3.0611292592478456
2.1936936936936937, 2.592660790779377
1.5360360360360361, 2.448516646635233
","0.8918918918918919, 1.5250932232118095
0.9504504504504505, 1.002570700689287
1.5225225225225227, 1.6061743042928907
1.6576576576576578, 2.1962643943829807
2.112612612612613, 2.439507637626224
"
HI2VQIFF,"2.338461538461541, 9.606809770540348
2.4000000000000026, 9.545271309001887
2.461538461538464, 9.468348232078812
2.538461538461541, 9.43757900130958
2.353846153846156, 9.222194385924965
2.2153846153846177, 9.099117462848042
2.200000000000002, 9.022194385924966
2.153846153846156, 9.022194385924966
2.276923076923079, 8.883732847463426
2.3230769230769255, 8.806809770540347
2.4000000000000026, 8.760655924386503
2.4769230769230792, 8.729886693617273
2.353846153846156, 8.591425155155733
2.30769230769231, 8.622194385924963
2.2615384615384637, 8.683732847463425
2.092307692307694, 8.745271309001886
2.030769230769233, 8.745271309001886
2.030769230769233, 8.668348232078811
6.907692307692315, 9.468348232078812
7.030769230769238, 9.468348232078812
7.061538461538469, 9.360655924386503
7.261538461538469, 9.360655924386503
7.261538461538469, 8.745271309001886
7.276923076923085, 8.576040539771117
7.261538461538469, 8.545271309001887
7.2153846153846235, 8.529886693617271
7.169230769230777, 8.49911746284804
7.061538461538469, 8.46834823207881
7.030769230769238, 8.49911746284804
6.984615384615392, 8.437579001309578
7.000000000000007, 8.606809770540348
7.076923076923084, 8.622194385924963
6.9692307692307764, 8.899117462848041
6.800000000000007, 9.006809770540348
6.707692307692314, 8.976040539771118
3.6769230769230807, 3.514502078232651
3.7076923076923114, 3.760655924386498
3.7846153846153885, 3.7914251551557285
3.738461538461542, 4.05296361669419
3.6307692307692343, 3.9760405397711134
3.4769230769230806, 4.037579001309575
3.3692307692307724, 4.068348232078805
3.4000000000000035, 4.206809770540344
3.3692307692307724, 4.2683482320788055
3.2153846153846186, 4.068348232078805
3.169230769230772, 3.991425155155728
3.230769230769234, 4.006809770540344
3.1846153846153875, 3.9606559243864976
3.230769230769234, 3.8991174628480363
3.3692307692307724, 3.929886693617267
3.461538461538465, 3.822194385924959
3.415384615384619, 3.6991174628480357
3.169230769230772, 3.7760405397711128
3.0923076923076955, 3.760655924386498
3.169230769230772, 3.65296361669419
8.692307692307702, 2.6068097705403415
8.446153846153855, 2.6221943859249586
8.26153846153847, 2.514502078232651
8.123076923076932, 2.4837328474634193
7.984615384615393, 2.5298866936172657
8.338461538461546, 3.0991174628480356
8.415384615384625, 3.0375790013095734
8.600000000000009, 3.176040539771112
8.476923076923086, 3.3606559243864966
8.369230769230777, 3.3760405397711124","2.2153846153846177, 9.422194385924964
2.1846153846153866, 9.26834823207881
2.076923076923079, 9.20680977054035
2.0615384615384635, 9.129886693617273
2.076923076923079, 9.052963616694194
1.9384615384615405, 8.883732847463426
1.9538461538461558, 8.822194385924965
1.9230769230769251, 8.622194385924963
1.8153846153846172, 8.591425155155733
3.153846153846157, 10.991425155155737
3.169230769230772, 10.899117462848043
1.1692307692307704, 6.822194385924962
1.0923076923076933, 6.791425155155731
1.2461538461538475, 6.576040539771116
1.33846153846154, 6.5145020782326535
1.0615384615384627, 6.5145020782326535
1.076923076923078, 6.4221943859249615
0.76923076923077, 6.268348232078807
0.8153846153846162, 6.099117462848039
6.15384615384616, 11.068348232078812
5.615384615384621, 10.529886693617273
6.15384615384616, 10.34527130900189
6.32307692307693, 10.23757900130958
6.353846153846161, 10.129886693617273
6.569230769230776, 10.222194385924965
6.753846153846161, 10.145271309001888
6.72307692307693, 9.899117462848041
5.815384615384621, 10.068348232078812
5.738461538461544, 9.591425155155733
5.95384615384616, 9.622194385924965
5.938461538461545, 9.422194385924964
6.569230769230776, 9.40680977054035
5.3384615384615435, 8.791425155155734
5.6769230769230825, 8.437579001309578
5.815384615384621, 8.022194385924964
6.661538461538468, 8.283732847463424
7.507692307692316, 8.46834823207881
7.292307692307699, 6.668348232078808
7.338461538461546, 9.23757900130958
7.338461538461546, 9.329886693617272
7.400000000000008, 9.06834823207881
0.846153846153847, 5.02219438592496
0.8769230769230778, 4.945271309001884
0.8923076923076932, 4.391425155155729
0.9076923076923086, 3.8991174628480363
0.8769230769230778, 3.837579001309575
1.0000000000000009, 3.7760405397711128
1.046153846153847, 3.314502078232651
1.0307692307692318, 3.222194385924958
0.9538461538461548, 3.2068097705403433
0.8769230769230778, 3.145271309001881
0.9076923076923086, 3.1145020782326505
0.8769230769230778, 3.2991174628480353
0.8153846153846162, 2.4529636166941877
0.8769230769230778, 2.3914251551557264
0.7846153846153855, 2.3760405397711115
0.7538461538461546, 2.329886693617265
0.8615384615384624, 2.2991174628480353
0.8153846153846162, 2.252963616694189
0.8769230769230778, 2.191425155155726
5.38461538461539, 5.02219438592496
5.923076923076929, 4.960655924386498
6.138461538461545, 4.82219438592496
5.876923076923084, 4.529886693617268
5.692307692307699, 4.714502078232652
7.323076923076931, 4.329886693617267
7.7846153846153925, 3.9760405397711134
7.907692307692316, 3.65296361669419
6.72307692307693, 3.837579001309575
5.707692307692313, 3.683732847463421
5.58461538461539, 3.822194385924959
5.415384615384621, 3.9452713090018827
5.430769230769236, 3.85296361669419
5.276923076923082, 3.8991174628480363
5.323076923076929, 3.7760405397711128
5.38461538461539, 3.7145020782326514
5.430769230769236, 3.745271309001882
5.523076923076928, 3.668348232078805
5.476923076923082, 3.576040539771113
7.569230769230777, 3.0221943859249585
"
2JX9LT63,"55.999999999999986, 9.094186046511625
53.34999999999998, 8.094186046511625
47.19999999999998, 20.94418604651162
44.499999999999986, 19.994186046511622
41.999999999999986, 19.24418604651162
","49.29999999999998, 21.64418604651162
51.59999999999998, 22.54418604651162
50.59999999999998, 17.14418604651162
49.749999999999986, 11.294186046511623
45.19999999999998, 9.544186046511623
"
HLAVN23L,"
0.432, 2.273271739130435
0.49600000000000005, 2.265271739130435
0.49600000000000005, 2.205271739130435
0.42400000000000004, 2.209271739130435
","3.692, 1.0372717391304347
3.7600000000000002, 1.0252717391304347
3.7560000000000002, 0.9652717391304346
3.6960000000000006, 0.9692717391304349
"
9P5M63PI,"9.707397094039635, 7.447321434050135
9.37409590626145, 7.544534280485439
8.763043728668112, 8.724975987199844
8.332529694454623, 8.405562348912417
8.22142929852856, 8.238911755023326
7.874240561259619, 8.197249106551052
7.790915264315073, 7.8778354682636245
7.56871447246295, 7.738959973356047
7.596489571444465, 7.502871632013165
7.527051823990676, 7.322333488633315
7.818690363296588, 7.1140202462719495
7.985340957185681, 7.225120642198012
8.207541749037803, 7.2667832906702845
8.457517639871442, 7.377883686596347
8.65194333274205, 7.558421829976197
8.874144124594174, 7.60008447844847
7.44372652704613, 7.100132696781193
7.3048510321385525, 7.252895741179528
7.26318838366628, 7.60008447844847
7.110425339267945, 7.808397720809835
6.485485612183848, 8.016710963171201
6.666023755563699, 7.766735072337562
6.832674349452791, 7.544534280485439
6.985437393851126, 7.461208983540893
7.054875141304914, 7.211233092707254
7.054875141304914, 7.086245147290434
6.818786799962034, 6.989032300855131
6.541035810146878, 7.100132696781193
6.360497666767029, 6.933482102892099
6.29105991931324, 7.1695704442349815
6.152184424405663, 7.0723575977996775
5.92998363255354, 7.0723575977996775
5.9438711820442975, 7.405658785577862
5.374481652923231, 7.447321434050135
8.582505585288262, 6.1141166829373965
8.874144124594174, 6.377980123261792
9.096344916446297, 6.322429925298762
9.068569817464782, 6.100229133446637
9.31854570829842, 5.7530403961776955
9.124120015427811, 5.0447753721490525
9.540746500150544, 5.211425966038145
9.721284643530394, 5.308638812473449
9.762947292002666, 5.572502252797846
9.92959788589176, 5.641940000251633
10.443437217049794, 5.933578539557546
10.52676251399434, 6.516855618169369
10.498987415012826, 6.739056410021493
10.873951251263282, 6.280767276826488
11.443340780384348, 6.058566484974365
11.693316671217989, 5.489176955853298
10.554537612975857, 4.294847699648137
10.124023578762367, 4.39206054608344
10.471212316031309, 3.656020423073281
","8.05477870463947, 6.433530321224823
7.818690363296588, 6.433530321224823
7.638152219916738, 6.489080519187853
7.596489571444465, 6.294654826317245
7.49927672500916, 6.08634158395588
7.332626131120068, 6.197441979881942
7.277075933157037, 5.933578539557546
7.193750636212491, 6.26687972733573
7.082650240286429, 6.141891781918911
6.860449448434307, 6.169666880900427
6.666023755563699, 6.169666880900427
6.374385216257786, 6.350205024280277
5.999421380007328, 6.489080519187853
6.360497666767029, 5.975241188029818
5.92998363255354, 5.350301460945722
7.874240561259619, 5.891915891085272
8.124216452093258, 5.975241188029818
7.693702417879768, 5.378076559927236
7.832577912787346, 5.155875768075114
8.429742540889926, 5.211425966038145
8.513067837834473, 5.405851658908752
7.110425339267945, 4.683699085389352
7.165975537230977, 4.419835645064955
7.26318838366628, 4.142084655249802
7.527051823990676, 4.155972204740559
7.513164274499918, 4.017096709832982
7.679814868389011, 4.211522402703589
6.4993731616746055, 3.933771412888436
5.471694499358536, 4.044871808814497
6.318835018294756, 2.767217255664789
5.582794895284597, 2.5589040133034233
6.277172369822483, 2.3783658699235732
6.346610117276271, 2.142277528580691
6.263284820331725, 1.8923016377470532
6.693798854545213, 1.8645265387655379
7.221525735194007, 1.6145506479318994
7.554826922972192, 1.9756269346916
7.80480281380583, 2.045064682145388
7.652039769407495, 2.336703221451299
7.652039769407495, 2.586679112284939
7.832577912787346, 2.836655003118577
7.818690363296588, 3.0727433444614576
7.513164274499918, 3.0588557949707003
7.7075899673705255, 3.294944136313582
7.485389175518403, 3.433819631221158
8.193654199547046, 3.3366067847858547
8.401967441908411, 3.0449682454799425
8.554730486306747, 3.3504943342766125
8.804706377140384, 3.0310806959891847
9.08245736695554, 2.8922052010816075
8.693605981214324, 2.1561650780714503
8.415854991399168, 2.1839401770529654
8.790818827649627, 2.0311771326546304
9.651846896076606, 3.933771412888436
9.110232465937054, 4.503160942009502
9.92959788589176, 4.225409952194347
10.207348875706913, 3.850446115943889
10.360111920105247, 3.975434061360709
10.651750459411158, 3.7671208189993433
10.540650063485097, 3.406044532239643
10.748963305846463, 3.3504943342766125
11.24891508751374, 2.9060927505723653
"
WYIAC87I,"6.481716497882764, 5.316652614149488
7.537263204917107, 3.419967124947153
7.215651317617581, 2.587074801427866
8.386648445733805, 2.479870838994691
","3.6531811813766724, 3.634375049813504
4.296404955975725, 2.479870838994691
3.908821399486552, 1.5974997635831694
3.0099574067776196, 1.2593949589862319
"
DYSCBJPK,"1.7475872325498316, 1.3770611646841595
1.7475872325498316, 1.3396796196028795
1.467225644440233, 2.0592743624175163
1.448534871899593, 1.844330478200157
1.3083540778447937, 1.6200412077124786
1.1588278975196744, 1.4331334823060793
1.009301717194555, 2.0686197486878357
1.1121009661680747, 1.7976035468485576
0.9345386270319955, 1.7228404566859976
0.8223939917881561, 1.694804297875038
0.7289401290849564, 1.769567388037598
0.8037032192475161, 1.9564751134439964
0.8878116956803958, 2.0218928173362363
0.4953054723269576, 1.0499726452229612
0.616795493841117, 0.9658641687900816
0.9999563309242352, 0.6387756493288832
1.5232979620621525, 0.6668118081398423
1.7195510737388717, 0.778956443383683

","6.850168136144527, 1.9377843409033568
6.17730032468149, 2.087310521228476
5.560504830840373, 2.134037452580076
5.560504830840373, 2.115346680039436
5.513777899488773, 2.049928976147196
5.448360195596534, 2.049928976147196
5.364251719163654, 1.9938566585252764
5.298834015271415, 2.077965134958156
5.326870174082374, 2.0592743624175163
5.3455609466230145, 2.1620736113910355
5.392287877974614, 2.190109770201995
5.429669423055894, 2.152728225120716
5.457705581866854, 2.1807643839316757
5.336215560352694, 2.246182087823915
5.261452470190134, 1.9751658859846368
5.214725538838535, 1.9658204997143167
5.233416311379175, 1.909748182092397
5.130617062405656, 2.049928976147196
5.102580903594696, 1.8256397056595175
"
M2C4P836,"10.823529713789364, 9.309565834102797
15.213796786450915, 8.07072809577751
15.648476694635226, 7.1579002885904535
16.800378451323652, 5.0714367293057565
8.019844306000554, 3.0719091516579224
4.58587303134449, 9.852915719333188
3.9121191736588066, 11.004817476021614
3.3687692884284166, 14.547458727723756
","13.062131240938571, 4.549820839484583
7.8894403335452585, 6.8970923436798675
10.410583801014267, 10.635339554064949
4.607607026753706, 14.351852769040814
5.1292229165748795, 15.047340622135714
"
